drug,city,name,address,price
FLUTICASONE PROPIONATE,San Diego,CVS PHARMACY  ,"510 C St
San Diego, CA 92101",33.57
FLUTICASONE PROPIONATE,San Diego,WALMART PHARMACY  ,"2121 Imperial Ave
San Diego, CA 92102",35.85
FLUTICASONE PROPIONATE,San Francisco,SCRIPTSITE PHARMACY  ,"870 Market St Ste 1028
San Francisco, CA 94102",10.53
FLUTICASONE PROPIONATE,San Francisco,LUCKY PHARMACY  ,"1750 Fulton St
San Francisco, CA 94117",13.11
FLUTICASONE PROPIONATE,San Francisco,SAFEWAY PHARMACY  ,"2020 Market St
San Francisco, CA 94114",13.78
FLUTICASONE PROPIONATE,San Francisco,COSTCO PHARMACY  ,"450 10th St
San Francisco, CA 94103",14
FLUTICASONE PROPIONATE,San Francisco,WALGREENS  ,"1496 Market St
San Francisco, CA 94102",29.28
FLUTICASONE PROPIONATE,San Francisco,"COMMUNITY, A WALGREENS PHARMACY  ","2262 Market St
San Francisco, CA 94114",29.28
FLUTICASONE PROPIONATE,San Francisco,CVS PHARMACY  ,"701 VAN NESS AVE
San Francisco, CA 94102",33.57
FLUTICASONE PROPIONATE,Seattle,QFC PHARMACY  ,"417 Broadway E
Seattle, WA 98102",7.78
FLUTICASONE PROPIONATE,Seattle,QFC WEST SEATTLE  ,"4550 42nd Ave SW
Seattle, WA 98116",7.78
FLUTICASONE PROPIONATE,Seattle,FRED MEYER PHARMACY  ,"915 NW 45th St
Seattle, WA 98107",7.78
FLUTICASONE PROPIONATE,Seattle,KATTERMANS SAND POINT PHARMACY  ,"5400 Sand Point Way NE
Seattle, WA 98105",10.53
FLUTICASONE PROPIONATE,Seattle,BOB JOHNSONS PHARMACY  ,"1407 NW 85th St
Seattle, WA 98117",10.53
FLUTICASONE PROPIONATE,Seattle,RITE AID PHARMACY  ,"2603 3rd Ave
Seattle, WA 98121",12.26
FLUTICASONE PROPIONATE,Seattle,SAFEWAY PHARMACY  ,"1410 E John St
Seattle, WA 98112",13.78
FLUTICASONE PROPIONATE,Seattle,COSTCO PHARMACY  ,"4401 4th Ave S
Seattle, WA 98134",14
FLUTICASONE PROPIONATE,Seattle,PHARMACA INTEGRATIVE PHARMACY INC  ,"4130 E Madison St
Seattle, WA 98112",14
FLUTICASONE PROPIONATE,Seattle,PHARMACA INTERGRATIVE PHARMACY INC  ,"1815 N 45th St Ste 110
Seattle, WA 98103",14
FLUTICASONE PROPIONATE,Seattle,WALGREENS  ,"222 Pike St
Seattle, WA 98101",29.28
FLUTICASONE PROPIONATE,Seattle,"COMMUNITY, A WALGREENS PHARMACY  ","1409 11th Ave
Seattle, WA 98122",29.28
FLUTICASONE PROPIONATE,Seattle,CVS PHARMACY  ,"1401 2nd Ave
Seattle, WA 98101",33.57
FLUTICASONE PROPIONATE,St Louis,BWELL PHARMACY  ,"5201 Chippewa St
Saint Louis, MO 63109",13.11
FLUTICASONE PROPIONATE,St Louis,THE MEDICINE SHOPPE  ,"4900 Delmar Blvd
Saint Louis, MO 63108",14
FLUTICASONE PROPIONATE,St Louis,SCHNUCKS PHARMACY  ,"315 N 9th St
Saint Louis, MO 63101",14.1
FLUTICASONE PROPIONATE,St Louis,WALGREENS  ,"1530 Lafayette Ave
Saint Louis, MO 63104",29.28
FLUTICASONE PROPIONATE,St Louis,"COMMUNITY, A WALGREENS PHARMACY  ","115A N Euclid Ave
Saint Louis, MO 63108",29.28
FLUTICASONE PROPIONATE,St Louis,WALGREENS  ,"3822 S Kingshighway Blvd
Saint Louis, MO 63109",29.28
FLUTICASONE PROPIONATE,St Louis,CVS PHARMACY  ,"3925 Lindell Blvd
Saint Louis, MO 63108",33.57
FLUTICASONE PROPIONATE,St Louis,WALMART PHARMACY  ,"1511 Camp Jackson Rd
Cahokia, IL 62206",35.85
FLUTICASONE PROPIONATE,Tampa,PUBLIX PHARMACY  ,"3003 W Dr Martin Luther King Jr Blvd
Tampa, FL 33607",7.08
FLUTICASONE PROPIONATE,Tampa,WINN DIXIE  ,"805 E Dr Martin Luther King Jr Blvd
Tampa, FL 33603",8.78
FLUTICASONE PROPIONATE,Tampa,PHARMXPRESS PHARMACY  ,"507 E Dr Martin Luther King Jr Blvd
Tampa, FL 33603",10.53
FLUTICASONE PROPIONATE,Tampa,BUTTERFLY PHARMACY  ,"3940 W Hillsborough Ave
Tampa, FL 33614",10.53
FLUTICASONE PROPIONATE,Tampa,MY PHARMACY OF TAMPA  ,"7108 Causeway Blvd
Tampa, FL 33619",10.53
FLUTICASONE PROPIONATE,Tampa,"NORTH TAMPA PHARMACY,INC.  ","104 E Fletcher Ave Ste F
Tampa, FL 33612",10.53
FLUTICASONE PROPIONATE,Tampa,FUSION PHARMACEUTICALS  ,"4115 W Spruce St Ste 202
Tampa, FL 33607",10.76
FLUTICASONE PROPIONATE,Tampa,SAGE RX SPECIALTY PHARMACY  ,"3693 W Waters Ave # 1210
Tampa, FL 33614",10.76
FLUTICASONE PROPIONATE,Tampa,BENZER PHARMACY  ,"2812 W Dr Martin Luther King Jr Blvd
Tampa, FL 33607",11.18
FLUTICASONE PROPIONATE,Tampa,OUSIA PHARMACY CORP.  ,"4343 Gunn Hwy
Tampa, FL 33618",11.76
FLUTICASONE PROPIONATE,Tampa,CCM PHARMACY LLC  ,"6821 W Hillsborough Ave Ste 6
Tampa, FL 33634",13.11
FLUTICASONE PROPIONATE,Tampa,COSTCO PHARMACY  ,"10921 Causeway Blvd
Brandon, FL 33511",14
FLUTICASONE PROPIONATE,Tampa,WALMART PHARMACY  ,"1601 W Kennedy Blvd
Tampa, FL 33606",27.48
FLUTICASONE PROPIONATE,Tampa,WALGREENS  ,"315 W Platt St
Tampa, FL 33606",29.28
FLUTICASONE PROPIONATE,Tampa,CVS PHARMACY  ,"611 S Howard Ave
Tampa, FL 33606",33.57
FLUTICASONE PROPIONATE,Tampa,"COMMUNITY, A WALGREENS PHARMACY  ","1506 W KENNEDY BLVD
Tampa, FL 33606",76.99
FLUTICASONE PROPIONATE,"Washington, DC",SHEPHERD PHARMACY  ,"4402 Georgia Ave NW
Washington, DC 20011",10.53
FLUTICASONE PROPIONATE,"Washington, DC",HARRIS TEETER PHARMACY  ,"1631 Kalorama Rd NW Ste 100
Washington, DC 20009",10.91
FLUTICASONE PROPIONATE,"Washington, DC",GIANT PHARMACY  ,"1400 7th St
Washington, DC 20001",10.98
FLUTICASONE PROPIONATE,"Washington, DC",SAFEWAY PHARMACY  ,"490 L St NW
Washington, DC 20001",13.78
FLUTICASONE PROPIONATE,"Washington, DC",APEX CARE SPECIALTY PHARMACY  ,"210 Michigan Ave NE
Washington, DC 20017",14.45
FLUTICASONE PROPIONATE,"Washington, DC","COMMUNITY, A WALGREENS PHARMACY  ","1325 14th St NW
Washington, DC 20005",29.28
FLUTICASONE PROPIONATE,"Washington, DC",WALGREENS  ,"1217 22nd St NW
Washington, DC 20037",29.28
FLUTICASONE PROPIONATE,"Washington, DC",RITE AID PHARMACY  ,"1306 U St NW
Washington, DC 20009",29.28
FLUTICASONE PROPIONATE,"Washington, DC",CVS PHARMACY  ,"1637 P St NW
Washington, DC 20036",33.57
FLUTICASONE PROPIONATE,"Washington, DC",WALMART PHARMACY  ,"99 H St NW
Washington, DC 20001",35.85
FUROSEMIDE,Atlanta,PUBLIX PHARMACY  ,"905 Memorial Dr SE
Atlanta, GA 30316",3.19
FUROSEMIDE,Atlanta,KROGER PHARMACY  ,"800 Glenwood Ave SE
Atlanta, GA 30316",3.29
FUROSEMIDE,Atlanta,WALMART PHARMACY  ,"835 Martin Luther King Jr Dr NW
Atlanta, GA 30314",4
FUROSEMIDE,Atlanta,CVS PHARMACY  ,"12 Broad St SW Ste J
Atlanta, GA 30303",4.99
FUROSEMIDE,Atlanta,CARE PLUS CVS/PHARMACY  ,"133 Peachtree St NE
Atlanta, GA 30303",4.99
FUROSEMIDE,Atlanta,WALGREENS  ,"25 Peachtree St SE
Atlanta, GA 30303",5.52
FUROSEMIDE,Atlanta,"COMMUNITY, A WALGREENS PHARMACY  ","565 Peachtree St NE Ste B
Atlanta, GA 30308",5.52
FUROSEMIDE,Atlanta,RITE AID PHARMACY  ,"891 Ponce De Leon Ave NE
Atlanta, GA 30306",5.52
FUROSEMIDE,Austin,WALMART PHARMACY  ,"710 E Ben White Blvd
Austin, TX 78704",4
FUROSEMIDE,Austin,HEB PHARMACY  ,"2701 E 7th St
Austin, TX 78702",4.89
FUROSEMIDE,Austin,CVS PHARMACY  ,"500 Congress Ave
Austin, TX 78701",4.99
FUROSEMIDE,Austin,FORTY ACRES PHARMACY  ,"100 F W Dean Keeton Ssb 1 110
Austin, TX 78712",5.36
FUROSEMIDE,Austin,PILLPACK AUSTIN  ,"220 Industrial Blvd Ste 100
Austin, TX 78745",6.1
FUROSEMIDE,Austin,NAUS ENFIELD DRUG  ,"1115 W Lynn St
Austin, TX 78703",7.25
FUROSEMIDE,Austin,WALGREENS  ,"1920 E Riverside Dr
Austin, TX 78741",7.52
FUROSEMIDE,Austin,"COMMUNITY, A WALGREENS PHARMACY  ","3701 Guadalupe St
Austin, TX 78705",7.52
FUROSEMIDE,Austin,COSTCO PHARMACY  ,"4301 W William Cannon Dr
Austin, TX 78749",8.31
FUROSEMIDE,Austin,RANDALLS PHARMACY  ,"715 Exposition Blvd
Austin, TX 78703",9.89
FUROSEMIDE,Baltimore,HARRIS TEETER PHARMACY  ,"1801 Whetstone Way
Baltimore, MD 21230",2.92
FUROSEMIDE,Baltimore,WALMART PHARMACY  ,"3601 Washington Blvd
Arbutus, MD 21227",4
FUROSEMIDE,Baltimore,CVS PHARMACY  ,"400 E Pratt St
Baltimore, MD 21202",4.99
FUROSEMIDE,Baltimore,JOHN HOPKINS OP PHARMACY AT WEINBERG  ,"401 N Broadway St Ste 1001
Baltimore, MD 21287",5.36
FUROSEMIDE,Baltimore,WALGREENS  ,"19 E Fayette St
Baltimore, MD 21202",5.52
FUROSEMIDE,Baltimore,"COMMUNITY, A WALGREENS PHARMACY  ","6 N Howard St
Baltimore, MD 21201",5.52
FUROSEMIDE,Baltimore,RITE AID PHARMACY  ,"903 E Fort Ave
Baltimore, MD 21230",5.52
FUROSEMIDE,Baltimore,SHOPRITE PHARMACY  ,"4601 Liberty Heights Ave
Baltimore, MD 21207",6.1
FUROSEMIDE,Baltimore,WEIS PHARMACY  ,"7200 Holabird Ave
Dundalk, MD 21222",6.1
FUROSEMIDE,Baltimore,EUTAW PHARMACY  ,"622 N EUTAW ST UNIT A
Baltimore, MD 21201",6.5
FUROSEMIDE,Baltimore,MIDAS RX PHARMACY  ,"700 Washington Blvd
Baltimore, MD 21230",6.64
FUROSEMIDE,Baltimore,"CONNET PHARMACY, LLC  ","510 S Broadway
Baltimore, MD 21231",6.64
FUROSEMIDE,Baltimore,GWYNN OAK PHARMACY  ,"4909 Liberty Heights Ave
Baltimore, MD 21207",6.64
FUROSEMIDE,Baltimore,GIANT PHARMACY  ,"601 E 33rd St
Baltimore, MD 21218",6.99
FUROSEMIDE,Baltimore,CHASE BREXTON  ,"1111 N Charles St
Baltimore, MD 21201",8.06
FUROSEMIDE,Baltimore,UNIVERSITY PHARMACY  ,"22 S Greene St
Baltimore, MD 21201",8.31
FUROSEMIDE,Baltimore,SAFEWAY PHARMACY  ,"2401 N Charles St
Baltimore, MD 21218",9.89
FUROSEMIDE,Boston,CVS PHARMACY  ,"2 Center Plz
Boston, MA 02108",4.99
FUROSEMIDE,Boston,WALGREENS  ,"24 School St
Boston, MA 02108",5.52
FUROSEMIDE,Boston,"COMMUNITY, A WALGREENS PHARMACY  ","23 Stanhope St # 23
Boston, MA 02116",5.52
FUROSEMIDE,Boston,RITE AID PHARMACY  ,"14 McGrath Hwy
Somerville, MA 02143",5.52
FUROSEMIDE,Boston,"STRAND, A WALGREENS PHARMACY  ","533 Columbia Rd
Dorchester, MA 02125",5.52
FUROSEMIDE,Boston,HARVARD COMM HEALTH PLAN PHARMACY  ,"147 Milk St
Boston, MA 02109",6.5
FUROSEMIDE,Boston,INMAN PHARMACY  ,"1414 Cambridge St
Cambridge, MA 02139",6.64
FUROSEMIDE,Boston,PRIME PHARMACY  ,"201 Humboldt Ave
Dorchester, MA 02121",6.64
FUROSEMIDE,Boston,STOP & SHOP PHARMACY  ,"1100 Massachusetts Ave
Dorchester, MA 02125",6.99
FUROSEMIDE,Boston,COSTCO PHARMACY  ,"2 Mystic View Rd
Everett, MA 02149",8.31
FUROSEMIDE,Boston,OSCO PHARMACY  ,"1065 Commonwealth Ave
Boston, MA 02215",11.39
FUROSEMIDE,Charlotte,PUBLIX PHARMACY  ,"2222 South Blvd
Charlotte, NC 28203",3.19
FUROSEMIDE,Charlotte,HARRIS TEETER PHARMACY  ,"1704 Central Ave
Charlotte, NC 28205",3.19
FUROSEMIDE,Charlotte,WALMART PHARMACY  ,"3240 Wilkinson Blvd
Charlotte, NC 28208",4
FUROSEMIDE,Charlotte,BI LO PHARMACY  ,"2924 Mt Holly Huntersville Rd
Charlotte, NC 28214",4
FUROSEMIDE,Charlotte,CVS PHARMACY  ,"210 E Trade St Ste E186
Charlotte, NC 28202",4.99
FUROSEMIDE,Charlotte,WALGREENS  ,"101 S Tryon St Ste 22
Charlotte, NC 28280",5.52
FUROSEMIDE,Charlotte,RITE AID PHARMACY  ,"4133 Park Rd
Charlotte, NC 28209",5.52
FUROSEMIDE,Charlotte,WALGREENS  ,"6649 Morrison Blvd
Charlotte, NC 28211",5.52
FUROSEMIDE,Charlotte,CHARLOTTE FAMILY PHARMACY  ,"7008 E W T Harris Blvd Ste 4
Charlotte, NC 28215",6.5
FUROSEMIDE,Charlotte,BENZER PHARMACY  ,"6018 the Plz
Charlotte, NC 28215",6.52
FUROSEMIDE,Charlotte,COSTCO PHARMACY  ,"500 Tyvola Rd
Charlotte, NC 28217",8.31
FUROSEMIDE,Chicago,MARIANOS PHARMACY  ,"1500 N Clybourn Ave Unit C104
Chicago, IL 60610",3.89
FUROSEMIDE,Chicago,CVS PHARMACY  ,"520 S State St
Chicago, IL 60605",4.99
FUROSEMIDE,Chicago,CARE PLUS CVS/PHARMACY  ,"69 W Washington St Lowr LL09
Chicago, IL 60602",4.99
FUROSEMIDE,Chicago,WALGREENS  ,"79 W Monroe St
Chicago, IL 60603",5.52
FUROSEMIDE,Chicago,UNITE HERE HEALTH PHARMACY  ,"218 S WABASH AVE
Chicago, IL 60604",5.52
FUROSEMIDE,Chicago,"PARKWAY DRUGS, A WALGREEN PHARMACY  ","680 N Lake Shore Dr Ste 108
Chicago, IL 60611",5.52
FUROSEMIDE,Chicago,WELL FUTURE PHARMACY LLC  ,"1442 S Michigan Ave
Chicago, IL 60605",6.64
FUROSEMIDE,Chicago,SINAI COMMUNITY PHARMACY INC  ,"California Ave at 15th St
Chicago, IL 60608",6.64
FUROSEMIDE,Chicago,COLUMBIA PHARMACY INC  ,"2929 S Wabash Ave Ste 101
Chicago, IL 60616",6.64
FUROSEMIDE,Chicago,BRONZEVILLE PHARMACY  ,"3241 S Michigan Ave Ste 1583
Chicago, IL 60616",6.64
FUROSEMIDE,Chicago,COSTCO PHARMACY  ,"1430 S Ashland Ave
Chicago, IL 60608",8.31
FUROSEMIDE,Chicago,OSCO DRUG  ,"1224 S Wabash Ave
Chicago, IL 60605",9.99
FUROSEMIDE,Cincinnati,KROGER PHARMACY  ,"1 W Corry St
Cincinnati, OH 45219",2.92
FUROSEMIDE,Cincinnati,WALMART PHARMACY  ,"3450 Valley Plaza Pkwy
Ft Mitchell, KY 41017",4
FUROSEMIDE,Cincinnati,MEIJER PHARMACY  ,"4825 Marburg Ave Unit B
Cincinnati, OH 45209",4.89
FUROSEMIDE,Cincinnati,CVS PHARMACY  ,"36 E 7th St
Cincinnati, OH 45202",4.99
FUROSEMIDE,Cincinnati,UC HEALTH PHARMACY  ,"3200 Burnet Ave
Cincinnati, OH 45229",5.36
FUROSEMIDE,Cincinnati,TISCHBEIN PHARMACY  ,"3500 Erie Ave
Cincinnati, OH 45208",5.36
FUROSEMIDE,Cincinnati,PHARMACY OVER THE RHINE  ,"5 E Liberty St
Cincinnati, OH 45202",6.64
FUROSEMIDE,Cincinnati,WALGREENS  ,"601 Race St
Cincinnati, OH 45202",7.52
FUROSEMIDE,Cincinnati,"COMMUNITY, A WALGREENS PHARMACY  ","260 Stetson St Ste F
Cincinnati, OH 45219",7.52
FUROSEMIDE,Dallas,KROGER PHARMACY  ,"4241 Capitol Ave
Dallas, TX 75204",3.19
FUROSEMIDE,Dallas,WALMART PHARMACY  ,"2305 N Central Expy
Dallas, TX 75204",4
FUROSEMIDE,Dallas,CVS PHARMACY  ,"208 S Akard St # PC08
Dallas, TX 75202",4.99
FUROSEMIDE,Dallas,PRESTON ROAD PHARMACY  ,"6901 Preston Rd
Dallas, TX 75205",5.36
FUROSEMIDE,Dallas,WALGREENS  ,"1306 N Beckley Ave
Dallas, TX 75203",5.52
FUROSEMIDE,Dallas,"COMMUNITY, A WALGREENS PHARMACY  ","3826 Cedar Springs Rd
Dallas, TX 75219",5.52
FUROSEMIDE,Dallas,LOOP 12 PHARMACY  ,"3232 GREAT TRINITY FOREST WAY # 103
Dallas, TX 75216",6.5
FUROSEMIDE,Dallas,ALTA CARE PHARMACY  ,"3434 W Illinois Ave Ste 7
Dallas, TX 75211",6.5
FUROSEMIDE,Dallas,"RENUE RX, A BENZER PHARMACY  ","600 N Pearl St Ste H201
Dallas, TX 75201",6.52
FUROSEMIDE,Dallas,LORD AND A PHARMACY  ,"2949 Martin Luther King Jr Blvd
Dallas, TX 75215",6.64
FUROSEMIDE,Dallas,METHODIST COMMUNITY PHARMACY - DALLAS  ,"1441 N BECKLEY AVE
Dallas, TX 75203",6.64
FUROSEMIDE,Dallas,BLUITTS PHARMACY  ,"2809 Cedar Crest Blvd
Dallas, TX 75203",6.64
FUROSEMIDE,Dallas,ALDRIDGES FAMILY  ,"1408 Bonnie View Rd
Dallas, TX 75203",6.64
FUROSEMIDE,Dallas,SAFEMED PHARMACY  ,"6300 Samuell Blvd Ste 118
Dallas, TX 75228",6.64
FUROSEMIDE,Dallas,UT SOUTHWESTERN CAMPUS PHARMACY  ,"5303 Harry Hines Blvd Ste 100
Dallas, TX 75390",8.76
FUROSEMIDE,Dallas,UTSOUTHWESTERN MEDICAL CENTER PHARMACY  ,"2201 Inwood Rd
Dallas, TX 75235",8.76
FUROSEMIDE,Dallas,UTSW UNIVERSITY HOSPITAL RETAIL PHARMACY  ,"6201 Harry Hines Blvd Ste 1.117
Dallas, TX 75235",8.76
FUROSEMIDE,Dallas,TOM THUMB PHARMACY  ,"2380 N FIELD ST
Dallas, TX 75201",9.89
FUROSEMIDE,Denver,KING SOOPERS PHARMACY  ,"1331 Speer Blvd
Denver, CO 80204",3.89
FUROSEMIDE,Denver,THE KROGER CO. KS113  ,"1220 S Lipan St
Denver, CO 80223",3.89
FUROSEMIDE,Denver,WALMART PHARMACY  ,"2770 W Evans Ave
Denver, CO 80219",4
FUROSEMIDE,Denver,CVS PHARMACY  ,"1600 CALIFORNIA ST STE 14
Denver, CO 80202",4.99
FUROSEMIDE,Denver,WALGREENS  ,"801 16th St
Denver, CO 80202",5.52
FUROSEMIDE,Denver,"COMMUNITY, A WALGREENS PHARMACY  ","2608 E Colfax Ave
Denver, CO 80206",5.52
FUROSEMIDE,Denver,RITE AID PHARMACY  ,"2870 S Colorado Blvd
Denver, CO 80222",5.52
FUROSEMIDE,Denver,TODDS HARVARD PARK PHARMACY  ,"950 E Harvard Ave Ste 170
Denver, CO 80210",6.64
FUROSEMIDE,Denver,COSTCO PHARMACY  ,"5195 Wadsworth Blvd
Arvada, CO 80002",8.31
FUROSEMIDE,Denver,DENVER HEALTH PRIMARY CARE PHARMACY  ,"301 W 6th Ave
Denver, CO 80204",8.76
FUROSEMIDE,Denver,SAFEWAY PHARMACY  ,"757 E 20th Ave
Denver, CO 80205",9.89
FUROSEMIDE,Detroit,KROGER PHARMACY  ,"2060 Dix Hwy
Lincoln Park, MI 48146",2.92
FUROSEMIDE,Detroit,WALMART PHARMACY  ,"5851 Mercury Dr
Dearborn, MI 48126",4
FUROSEMIDE,Detroit,MEIJER PHARMACY  ,"1301 W 8 Mile Rd
Detroit, MI 48203",4.89
FUROSEMIDE,Detroit,CVS PHARMACY  ,"1037 Woodward Ave
Detroit, MI 48226",4.99
FUROSEMIDE,Detroit,GRISWOLD PHARMACY  ,"1411 Washington Blvd
Detroit, MI 48226",5.36
FUROSEMIDE,Detroit,FARMACITY PHARMACY  ,"3456 W Vernor Hwy Ste B
Detroit, MI 48216",5.36
FUROSEMIDE,Detroit,NOTTINGHAM PHARMACY LLC  ,"15800 E Warren Ave
Detroit, MI 48224",5.36
FUROSEMIDE,Detroit,DETROIT NEW HOPE PHARMACY  ,"19940 Conant St Ste D
Detroit, MI 48234",5.36
FUROSEMIDE,Detroit,LIVERNOIS EXPRESS PHARMACY  ,"15530 Puritan St
Detroit, MI 48227",5.36
FUROSEMIDE,Detroit,WALGREENS  ,"3901 BEAUBIEN BLVD
Detroit, MI 48201",5.52
FUROSEMIDE,Detroit,PEOPLES MEDICAL PHARMACY  ,"7608 Gratiot Ave
Detroit, MI 48213",6.5
FUROSEMIDE,Detroit,BENZER PHARMACY  ,"6240 Michigan Ave
Detroit, MI 48210",6.52
FUROSEMIDE,Detroit,NEW SAMARITAN PHARMACY  ,"5575 Conner St Ste 103
Detroit, MI 48213",6.64
FUROSEMIDE,Detroit,RITE AID PHARMACY  ,"4612 Woodward Ave
Detroit, MI 48201",8
FUROSEMIDE,Detroit,LAFAYETTE DRUGS SAVMOR  ,"670 Chene St
Detroit, MI 48207",8.31
FUROSEMIDE,Detroit,UNIVERSITY PHARMACY  ,"5254 Anthony Wayne Dr
Detroit, MI 48202",8.31
FUROSEMIDE,Detroit,FRD PHARMACY SAVMOR  ,"9811 Conant St
Hamtramck, MI 48212",8.31
FUROSEMIDE,Detroit,INSTACARE PHARMACY LLC  ,"14300 Michigan Ave
Dearborn, MI 48126",8.31
FUROSEMIDE,Detroit,MERIT WOODS PHARMACY  ,"19325 Mack Ave
Grosse Pointe Woods, MI 48236",8.31
FUROSEMIDE,Detroit,SOUTH DEARBORN PHARMACY INC  ,"9925 Dix Ste 106
Dearborn, MI 48120",8.76
FUROSEMIDE,Houston,KROGER PHARMACY  ,"1440 Studemont St
Houston, TX 77007",3.19
FUROSEMIDE,Houston,WALMART PHARMACY  ,"111 Yale St
Houston, TX 77007",4
FUROSEMIDE,Houston,HEB PHARMACY  ,"1701 W Alabama St
Houston, TX 77098",4.89
FUROSEMIDE,Houston,CVS PHARMACY  ,"917 Main St
Houston, TX 77002",4.99
FUROSEMIDE,Houston,WALGREENS  ,"2612 Smith St
Houston, TX 77006",5.52
FUROSEMIDE,Houston,"COMMUNITY, A WALGREENS PHARMACY  ","4101 Greenbriar Dr Ste 235
Houston, TX 77098",5.52
FUROSEMIDE,Houston,WASHINGTON AVE PHARMACY CENTER  ,"2515 Washington Ave Ste 1401
Houston, TX 77007",6.64
FUROSEMIDE,Houston,MEDICAL PLAZA PHARMACY  ,"2101 Crawford St
Houston, TX 77002",6.64
FUROSEMIDE,Houston,CANAL PHARMACY  ,"2502 Canal St
Houston, TX 77003",6.64
FUROSEMIDE,Houston,AMEX UNITED DRUG  ,"3030 Canal St
Houston, TX 77003",6.64
FUROSEMIDE,Houston,SIMONS PHARMACY  ,"3303 N Main St
Houston, TX 77009",6.64
FUROSEMIDE,Houston,CANAL RX  ,"3311 Canal St
Houston, TX 77003",6.64
FUROSEMIDE,Houston,TOTAL PHARMACY CENTER ONE  ,"4302 Center St
Houston, TX 77007",6.64
FUROSEMIDE,Houston,WEST AVE PHARMACY  ,"2800 Kirby Dr Ste A200
Houston, TX 77098",6.64
FUROSEMIDE,Houston,LELAND PHARMACY  ,"5412 Farmer St
Houston, TX 77020",6.64
FUROSEMIDE,Houston,HEIGHTS STUDEWOOD PHARMACY  ,"427 W 20th St Ste 105
Houston, TX 77008",6.64
FUROSEMIDE,Houston,PECAN PARK PHARMACY  ,"906 Wayside Dr
Houston, TX 77011",6.64
FUROSEMIDE,Houston,CUNNINGHAM PHARMACY GULFBANK  ,"7101 Lawndale St
Houston, TX 77023",6.64
FUROSEMIDE,Houston,COSTCO PHARMACY  ,"3836 Richmond Ave
Houston, TX 77027",8.31
FUROSEMIDE,Houston,RANDALLS PHARMACY  ,"2225 Louisiana St
Houston, TX 77002",9.89
FUROSEMIDE,Las Vegas,SMITHS PHARMACY  ,"2540 S Maryland Pkwy
Las Vegas, NV 89109",3.89
FUROSEMIDE,Las Vegas,WALMART PHARMACY  ,"1400 S Lamb Blvd
Las Vegas, NV 89104",4
FUROSEMIDE,Las Vegas,CVS PHARMACY  ,"1812 E Charleston Blvd
Las Vegas, NV 89104",4.99
FUROSEMIDE,Las Vegas,QHR PHARMACY  ,"765 N Nellis Blvd Ste 7
Las Vegas, NV 89110",6.5
FUROSEMIDE,Las Vegas,BENZER PHARMACY  ,"3035 S Maryland Pkwy Ste 120
Las Vegas, NV 89109",6.52
FUROSEMIDE,Las Vegas,DTS PHARMACY & COMPOUNDING  ,"2208 E Charleston Blvd Ste B
Las Vegas, NV 89104",6.64
FUROSEMIDE,Las Vegas,COMMUNITY CARE PHARMACY  ,"1820 E Lake Mead Blvd Ste N
North Las Vegas, NV 89030",6.64
FUROSEMIDE,Las Vegas,CITY CENTRE PHARMACY  ,"2290 McDaniel St Ste 1-A
N Las Vegas, NV 89030",6.64
FUROSEMIDE,Las Vegas,ALL IN ONE PHARMACY  ,"2080 E Flamingo Rd Ste 310
Las Vegas, NV 89119",6.64
FUROSEMIDE,Las Vegas,WALGREENS  ,"495 Fremont St
Las Vegas, NV 89101",7.52
FUROSEMIDE,Las Vegas,"COMMUNITY, A WALGREENS PHARMACY  ","901 S Rancho Dr Ste 20
Las Vegas, NV 89106",7.52
FUROSEMIDE,Las Vegas,VONS PHARMACY  ,"1155 E Twain Ave
Las Vegas, NV 89169",9.89
FUROSEMIDE,Las Vegas,SAVON PHARMACY  ,"2885 E Desert Inn Rd
Las Vegas, NV 89121",11.39
FUROSEMIDE,Las Vegas,SAV-ON PHARMACY  ,"5881 E Charleston Blvd
Las Vegas, NV 89142",11.39
FUROSEMIDE,Los Angeles,RALPHS PHARMACY  ,"645 W 9th St
Los Angeles, CA 90015",2.92
FUROSEMIDE,Los Angeles,CVS PHARMACY  ,"201 N Los Angeles St
Los Angeles, CA 90012",4.99
FUROSEMIDE,Los Angeles,WALGREENS  ,"460 S Broadway
Los Angeles, CA 90013",5.52
FUROSEMIDE,Los Angeles,"COMMUNITY, A WALGREENS PHARMACY  ","1902 Marengo St Ste 105
Los Angeles, CA 90033",5.52
FUROSEMIDE,Los Angeles,SORTPAK PHARMACY  ,"2105 S San Pedro St
Los Angeles, CA 90011",6.1
FUROSEMIDE,Los Angeles,ST LUKE PHARMACY  ,"4077 Whittier Blvd
Los Angeles, CA 90023",6.5
FUROSEMIDE,Los Angeles,PING ON PHARMACY  ,"640 N Broadway Ste 3
Los Angeles, CA 90012",6.64
FUROSEMIDE,Los Angeles,PING ON MEDICAL PHARMACY  ,"650 N Broadway Ste B
Los Angeles, CA 90012",6.64
FUROSEMIDE,Los Angeles,NOFEL PHARMACY  ,"215 E 7th St Ste A
Los Angeles, CA 90014",6.64
FUROSEMIDE,Los Angeles,TAI ON PHARMACY INC  ,"818 N Hill St Ste A
Los Angeles, CA 90012",6.64
FUROSEMIDE,Los Angeles,EISNER PEDIATRIC AND FAMILY MEDICAL CENTER  ,"1500 S Olive St
Los Angeles, CA 90015",6.64
